"t","e2t_sqrtpi","et_sqrtpi","integral","et","e2t","scaling","ref","fit","fit_adj","A","B","nuf","b_scaled","z_scaled","lambda","theta","sigma","c","prefactor_dif"
0.1,0.662082609593634,0.611179279574205,0.0269014683971081,1.08328706767496,1.17351087099181,0.558563357216634,0.0371087447442082,0.0393366006612579,0.0371087447442082,0.0230977418375154,2.632911017192,-0.00313797714273322,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.84364601806935
0.252631578947368,0.845223308090174,0.690554984194779,0.305426741516437,1.22397684099803,1.49811930729953,0.976686279919436,0.863981207480475,0.831859361787772,0.863981207480475,0.44151785742143,2.37655100316603,-0.143128653042333,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,1.15553637786718
0.405263157894737,1.07902311612953,0.780239452045027,0.185393372835013,1.38293842140562,1.91251867739986,1.64168137758287,1.16552430544509,1.08207381516963,1.16552430544509,0.503694569629641,2.46164824748232,-0.263585167023689,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,1.52145153615577
0.557894736842105,1.37749500516339,0.88157151343623,0.0409803142354433,1.56254482383865,2.44154632650496,4.89274462325998,1.0509677459654,0.935722918792903,1.0509677459654,0.358184097473855,2.65238559401485,-0.284656716033912,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,3.55191460217284
0.710526315789474,1.75852811759622,0.996063876628218,-0.0293194640637252,1.76547725387756,3.11690993395905,-3.72009207316714,0.844478748136703,0.715974581895194,0.844478748136703,0.194982705748412,2.9092026257892,-0.258333543668384,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-2.11545782859146
0.863157894736842,2.24495996630472,1.12542570988531,-0.0510940128495373,1.99476513339428,3.97908793740552,-0.939530502411469,0.649853793508023,0.519687075965772,0.649853793508023,0.0618555340708139,3.22208563712034,-0.218013238431265,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-0.418506573174206
1.01578947368421,2.86594521855015,1.27158815633227,-0.0506419454553563,2.25383132445697,5.07975563910346,-0.233728853349171,0.490788903179838,0.365210082957032,0.490788903179838,-0.0370725064907825,3.58985312920612,-0.177924312954881,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-0.081553845424656
1.16842105263158,3.65870310340116,1.43673316250193,-0.042326956125215,2.5465432266002,6.48488240494336,0.171345145245511,0.367391508524641,0.249304110694422,0.367391508524641,-0.107740185778639,4.01512973518853,-0.143017069871231,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.046832208135781
1.32105263157895,4.67074817487586,1.62332605093359,-0.0326402442116342,2.87727051025249,8.27868558916864,0.471939135388628,0.273853158355157,0.164213036397652,0.273853158355157,-0.157079133553336,4.50272195247035,-0.114330797140818,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.101041442980636
1.47368421052632,5.96273813330903,1.83415232307351,-0.0240653868715184,3.25095034817894,10.5686781663248,0.700152318121463,0.203781116448237,0.102464185578594,0.203781116448237,-0.190883058024191,5.0590232003905,-0.0914126841627004,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.117421275673717
1.62631578947368,7.61210939131023,2.07235924187948,-0.0172699940530509,3.67316111872892,13.4921126041419,0.831147097349748,0.15166733141237,0.0579815886198414,0.15166733141237,-0.213560519072043,5.69180561073705,-0.0733508164752453,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.109187487281589
1.77894736842105,9.71771828475673,2.34150281488435,-0.012188353197049,4.15020568114786,17.224207195832,0.792667341764947,0.113144366531656,0.0261190279757847,0.113144366531656,-0.228347628804419,6.41018430474327,-0.0591932116861939,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.08156928597203
1.93157894736842,12.4057661033745,2.64560087909226,-0.00851617361232195,4.68920546610609,21.9886479033593,0.448612694390282,0.0848818265286349,0.0034184710565734,0.0848818265286349,-0.237583210510485,7.2246721327182,-0.0480998930993221,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,0.036161627637672
2.08421052631579,15.8373630621757,2.98919308017123,-0.00591856804030568,5.29820678604961,28.0709951477422,-0.43835807125315,0.0644032240076398,-0.0126599463389521,0.0644032240076398,-0.242945248914208,8.14729059650002,-0.039381782575776,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-0.0276787284304972
2.23684210526316,20.2181845662028,3.37740864132513,-0.00410562653316069,5.98630095239829,35.8357990926847,-2.27596608596681,0.0499133656944925,-0.0239686997122768,0.0499133656944925,-0.245632824820565,9.19172214696403,-0.0324944836682443,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-0.112570249742965
2.38947368421053,25.810798524239,3.81604293351443,-0.00285055464886617,6.76375999272843,45.7484492392338,-5.76866679820626,0.0401617432514024,-0.0318534500954811,0.0401617432514024,-0.246500331176765,10.3734978589999,-0.0270167897165451,0.963229282615294,2.06406274846134,0.8,0.5,0.65,1.37604183230756,-0.22349819176609
